id,title,budget,revenue,runtime,release_year,genres,original_language,popularity,vote_average,vote_count,status,primary_genre,has_budget,has_revenue,roi,log_budget,log_popularity,log_vote_count
294254,Maze Runner: The Scorch Trials,61000000,311256926,132.0,2015.0,"[{""id"": 28, ""name"": ""Action""}]",en,113.161483,6.4,3040,Released,Action,1,1,5.102572557377049,17.926384438531027,4.737613963623798,8.019941687677365
38167,Eat Pray Love,60000000,204594016,133.0,2010.0,"[{""id"": 18, ""name"": ""Drama""}]",en,28.800112,5.8,636,Released,Drama,1,1,3.4099002666666665,17.909855136853043,3.394512151893558,6.456769655572163
39514,RED,58000000,71664962,111.0,2010.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,41.430245,6.6,2808,Released,Action,1,1,1.2356027931034483,17.87595358575207,3.7478614334139193,7.940583827104244
9563,Any Given Sunday,55000000,100230832,163.0,1999.0,"[{""id"": 18, ""name"": ""Drama""}]",en,23.127561,6.8,422,Released,Drama,1,1,1.8223787636363635,17.822843761378564,3.1833547970313743,6.0473721790462776
547,The Horse Whisperer,60000000,186883563,170.0,1998.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,12.867352,6.7,292,Released,Drama,1,1,3.11472605,17.909855136853043,2.629537300454751,5.680172609017068
1538,Collateral,65000000,217764291,120.0,2004.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,44.815022,7.0,1451,Released,Drama,1,1,3.350219861538461,17.989897843244528,3.8246120286091383,7.280697195384741
9334,The Scorpion King,60000000,165333180,92.0,2002.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}]",en,37.537093,5.3,779,Released,Action,1,1,2.755553,17.909855136853043,3.6516212320147545,6.659293919683638
11128,Ladder 49,60000000,74541707,115.0,2004.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,10.99991,6.2,207,Released,Drama,1,1,1.2423617833333334,17.909855136853043,2.484899149759875,5.337538079701318
75780,Jack Reacher,60000000,218340595,130.0,2012.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,56.868399,6.3,2998,Released,Crime,1,1,3.6390099166666663,17.909855136853043,4.058171449745992,8.00603417874901
8914,Deep Blue Sea,60000000,73648228,105.0,1999.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,22.991269,5.6,604,Released,Action,1,1,1.2274704666666667,17.909855136853043,3.1776899724930376,6.405228458030842
39538,Contagion,60000000,137551594,106.0,2011.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,38.820858,6.2,1325,Released,Drama,1,1,2.2925265666666665,17.909855136853043,3.6843908453652436,7.189922170745808
14836,Coraline,60000000,124596398,100.0,2009.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,51.146047,7.3,1386,Released,Animation,1,1,2.0766066333333333,17.909855136853043,3.954048377998509,7.234898420314831
8645,The Happening,60000000,163403799,91.0,2008.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,20.501582,4.9,950,Released,Thriller,1,1,2.72339665,17.909855136853043,3.068126513821988,6.85751406254539
9509,Man on Fire,70000000,130293714,146.0,2004.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,45.299089,7.3,1553,Released,Action,1,1,1.8613387714285716,18.064005814299346,3.835122284872695,7.348587530927593
10067,The Shaggy Dog,50000000,61112916,98.0,2006.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,4.280619,4.5,137,Released,Comedy,1,1,1.22225832,17.72753358339242,1.6640433256951872,4.927253685157205
9384,Starsky & Hutch,60000000,170268750,101.0,2004.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,28.848842,5.6,644,Released,Comedy,1,1,2.8378125,17.909855136853043,3.3961460451162564,6.4692503167957724
9279,Jingle All the Way,60000000,129832389,89.0,1996.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",en,22.501041,5.5,575,Released,Family,1,1,2.16387315,17.909855136853043,3.157044718041332,6.3561076606958915
1487,Hellboy,66000000,99318987,122.0,2004.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,47.479755,6.5,2225,Released,Fantasy,1,1,1.5048331363636365,18.005165315142214,3.881146288117926,7.70796153183549
9422,A Civil Action,70000000,56702901,115.0,1998.0,"[{""id"": 18, ""name"": ""Drama""}]",en,10.147321,6.1,109,Released,Drama,1,1,0.8100414428571429,18.064005814299346,2.411199199978597,4.700480365792417
77174,ParaNorman,60000000,107139399,90.0,2012.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,39.539045,6.7,789,Released,Family,1,1,1.78565665,17.909855136853043,3.7022655837656244,6.672032945461067
4824,The Jackal,60000000,159330280,124.0,1997.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",en,19.747459,6.1,527,Released,Action,1,1,2.655504666666667,17.909855136853043,3.0324237813468096,6.269096283706261
9620,Paycheck,60000000,96269812,119.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,29.018826,5.9,581,Released,Action,1,1,1.6044968666666666,17.909855136853043,3.4018247181787817,6.366470447731438
10199,The Tale of Despereaux,60000000,50877145,93.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,16.493576,5.8,258,Released,Adventure,1,1,0.8479524166666667,17.909855136853043,2.861833727822729,5.556828061699537
3512,Under Siege 2: Dark Territory,60000000,104324083,100.0,1995.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,13.080725,5.6,210,Released,Action,1,1,1.738734716666667,17.909855136853043,2.6448068408815284,5.351858133476067
137094,Jack Ryan: Shadow Recruit,60000000,50549107,105.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,42.538258,5.9,1173,Released,Action,1,1,0.8424851166666667,17.909855136853043,3.773640045819058,7.068172000388042
274479,Joy,60000000,101134059,124.0,2015.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",en,29.876507,6.4,1581,Released,Drama,1,1,1.68556765,17.909855136853043,3.429995603473585,7.366445148327599
267860,London Has Fallen,60000000,205754447,99.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,61.849521,5.8,1621,Released,Action,1,1,3.4292407833333334,17.909855136853043,4.14074331368661,7.3914152346753585
8078,Alien: Resurrection,70000000,162000000,109.0,1997.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",en,37.44963,5.9,1365,Released,Science Fiction,1,1,2.3142857142857145,18.064005814299346,3.6493490730184868,7.2196420401307355
7485,Shooter,61000000,95696996,124.0,2007.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,37.378081,6.9,1462,Released,Action,1,1,1.568803213114754,17.926384438531027,3.6474864893295122,7.288244401020124
170687,The Boxtrolls,60000000,108255770,97.0,2014.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,30.656345,6.6,668,Released,Animation,1,1,1.8042628333333333,17.909855136853043,3.454938602431621,6.505784060128229
6435,Practical Magic,75000000,46683377,104.0,1998.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",en,15.142701,6.3,338,Released,Drama,1,1,0.6224450266666667,18.132998684833918,2.781467997043876,5.82600010738045
137106,The Lego Movie,60000000,469160692,100.0,2014.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,59.547928,7.5,3070,Released,Adventure,1,1,7.819344866666666,17.909855136853043,4.103435249760416,8.029758520440822
6278,Reign of Fire,60000000,43061982,101.0,2002.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",en,27.615108,6.0,669,Released,Adventure,1,1,0.7176997,17.909855136853043,3.3539348300982206,6.507277712385012
82682,Gangster Squad,60000000,105200903,113.0,2013.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,29.041198,6.2,1778,Released,Crime,1,1,1.7533483833333334,17.909855136853043,3.4025697062605285,7.483806687665835
17610,Year One,60000000,62357900,97.0,2009.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,25.293538,4.6,524,Released,Comedy,1,1,1.0392983333333334,17.909855136853043,3.2693232055716344,6.263398262591624
22954,Invictus,60000000,122233971,134.0,2009.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,23.85119,7.0,1125,Released,Drama,1,1,2.03723285,17.909855136853043,3.21290563872002,7.026426808699636
16995,State of Play,60000000,87784194,127.0,2009.0,"[{""id"": 28, ""name"": ""Action""}]",en,21.685719,6.7,484,Released,Action,1,1,1.4630699,17.909855136853043,3.1217356075662646,6.184148890937483
16558,Duplicity,78146652,60000000,125.0,2009.0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,13.630049,5.7,201,Released,Romance,1,1,0.7677872111526928,18.174097786019544,2.6830775643087206,5.308267697401205
9849,My Favorite Martian,65000000,36850101,94.0,1999.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,6.80692,5.1,80,Released,Comedy,1,1,0.5669246307692307,17.989897843244528,2.055010519871612,4.394449154672439
5820,The Sentinel,60000000,77920346,108.0,2006.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,15.352807,5.8,225,Released,Action,1,1,1.2986724333333333,17.909855136853043,2.794399564564788,5.420534999272286
16866,Planet 51,70000000,104945765,91.0,2009.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,23.661071,5.6,556,Released,Science Fiction,1,1,1.4992252142857143,18.064005814299346,3.2052259274500488,6.322565239927284
201,Star Trek: Nemesis,60000000,67312826,117.0,2002.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,21.605533,6.1,479,Released,Science Fiction,1,1,1.1218804333333334,17.909855136853043,3.1181946993228276,6.173786103901937
11775,Intolerable Cruelty,60000000,119940815,100.0,2003.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,22.620125,5.8,391,Released,Crime,1,1,1.9990135833333331,17.909855136853043,3.1620991028805308,5.971261839790462
12201,Edge of Darkness,80000000,74901339,117.0,2010.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,24.657931,6.2,487,Released,Crime,1,1,0.9362667375,18.197537205138154,3.244852724603796,6.1903154058531475
11015,The Relic,60000000,33956608,110.0,1997.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,12.621769,5.8,130,Released,Horror,1,1,0.5659434666666666,17.909855136853043,2.6116691748130587,4.875197323201151
9932,Analyze That,60000000,55003135,96.0,2002.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,21.08952,5.7,380,Released,Comedy,1,1,0.9167189166666668,17.909855136853043,3.09510328790667,5.942799375126701
13389,Righteous Kill,60000000,73174566,101.0,2008.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,18.380176,5.9,375,Released,Action,1,1,1.2195761,17.909855136853043,2.964250687948731,5.929589143389895
17332,The Soloist,60000000,31720158,109.0,2009.0,"[{""id"": 18, ""name"": ""Drama""}]",en,17.299333,6.6,234,Released,Drama,1,1,0.5286693,17.909855136853043,2.906864611095696,5.459585514144159
4958,The Legend of Bagger Vance,80000000,39459427,126.0,2000.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]",en,16.848899,6.3,251,Released,Fantasy,1,1,0.4932428375,18.197537205138154,2.8819418256510483,5.529429087511423
786,Almost Famous,60000000,47383689,122.0,2000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",en,21.547446,7.4,797,Released,Drama,1,1,0.78972815,17.909855136853043,3.1156218001108513,6.682108597449809
11679,xXx: State of the Union,60000000,71073932,101.0,2005.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,36.689223,4.7,549,Released,Action,1,1,1.1845655333333334,17.909855136853043,3.62937419151865,6.309918278226516
38321,Priest,60000000,78309131,87.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",en,28.350927,5.4,692,Released,Action,1,1,1.3051521833333333,17.909855136853043,3.3793241301024177,6.541029999189903
14411,Sinbad: Legend of the Seven Seas,60000000,26288320,86.0,2003.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}]",en,18.815442,6.6,372,Released,Family,1,1,0.4381386666666667,17.909855136853043,2.9864615327272013,5.921578419643816
8413,Event Horizon,60000000,26673242,96.0,1997.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",en,29.787135,6.5,742,Released,Horror,1,1,0.4445540333333333,17.909855136853043,3.4270969079155598,6.610696044717759
10052,Dragonfly,60000000,52322400,104.0,2002.0,"[{""id"": 18, ""name"": ""Drama""}]",en,8.927137,6.1,204,Released,Drama,1,1,0.87204,17.909855136853043,2.295272118257797,5.3230099791384085
9676,The Black Dahlia,50000000,49111202,121.0,2006.0,"[{""id"": 18, ""name"": ""Drama""}]",en,15.213484,5.7,287,Released,Drama,1,1,0.98222404,17.72753358339242,2.7858432417097823,5.662960480135946
9664,Flyboys,60000000,17800000,140.0,2006.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",en,13.155999,6.3,271,Released,Action,1,1,0.2966666666666667,17.909855136853043,2.6501384918417905,5.605802066295998
2100,The Last Castle,72000000,27642707,131.0,2001.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,15.433244,7.0,285,Released,Action,1,1,0.3839264861111111,18.09217669086922,2.7993063562602822,5.655991810819852
10384,Supernova,90000000,14828081,91.0,2000.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,5.762037,4.9,109,Released,Horror,1,1,0.1647564555555555,18.31532023940565,1.9113241760246433,4.700480365792417
137321,Winter's Tale,60000000,30800231,118.0,2014.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",en,22.736038,6.0,487,Released,Drama,1,1,0.5133371833333333,17.909855136853043,3.1669944839309534,6.1903154058531475
123553,The Mortal Instruments: City of Bones,60000000,90565421,130.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",en,45.514031,6.2,1602,Released,Action,1,1,1.5094236833333334,17.909855136853043,3.8397540090138524,7.3796321526095525
11260,Meet Dave,60000000,50650079,90.0,2008.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",en,18.676291,5.0,371,Released,Comedy,1,1,0.8441679833333333,17.909855136853043,2.9794144084151086,5.918893854273146
9009,Dark Water,30000000,25473093,105.0,2005.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",en,14.376463,5.3,274,Released,Drama,1,1,0.8491031,17.216707972959764,2.732837963637227,5.616771097666572
2309,Inkheart,60000000,57490374,106.0,2008.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,27.018886,6.0,592,Released,Adventure,1,1,0.9581729,17.909855136853043,3.332878782802315,6.385194398997726
8285,The Spirit,60000000,39031337,103.0,2008.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,14.84856,4.7,320,Released,Action,1,1,0.6505222833333333,17.909855136853043,2.763078644461005,5.771441123130016
210860,Mortdecai,60000000,30418560,106.0,2015.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,52.417529,5.4,1055,Released,Comedy,1,1,0.506976,17.909855136853043,3.9781389505281055,6.962243464266207
381902,The Monkey King 2,68490000,193677158,120.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",zh,4.72629,6.0,24,Released,Action,1,1,2.8278165863629727,18.04219832177476,1.7450678515687896,3.2188758248682006
13922,The Great Raid,80000000,10166502,132.0,2005.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,8.923215,6.8,91,Released,Action,1,1,0.127081275,18.197537205138154,2.2948769615320086,4.5217885770490405
293660,Deadpool,58000000,783112979,108.0,2016.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,514.569956,7.4,10995,Released,Action,1,1,13.501947913793105,17.87595358575207,6.245272999390545,9.305286849285137
190859,American Sniper,58800000,542307423,133.0,2014.0,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",en,87.53437,7.4,4469,Released,War,1,1,9.222915357142858,17.889652429875657,4.483390838202965,8.405143687607614
257445,Goosebumps,58000000,158162788,103.0,2015.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 35, ""name"": ""Comedy""}]",en,45.351617,6.2,995,Released,Adventure,1,1,2.7269446206896557,17.87595358575207,3.836256178134728,6.903747257584598
9007,Just Like Heaven,58000000,102854431,95.0,2005.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",en,13.43573,6.5,579,Released,Comedy,1,1,1.7733522586206896,17.87595358575207,2.669706383363739,6.363028103540465
889,The Flintstones in Viva Rock Vegas,83000000,59468275,90.0,2000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",en,6.248309,4.4,134,Released,Science Fiction,1,1,0.7164852409638555,18.234351177809064,1.9807682002822722,4.90527477843843
1370,Rambo III,63000000,189015611,102.0,1988.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",en,31.294717,5.7,690,Released,Action,1,1,3.000247793650794,17.958645300228824,3.4749036564796376,6.53813982376767
4942,Leatherheads,58000000,41299492,114.0,2008.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",en,7.739276,5.7,130,Released,Comedy,1,1,0.7120602068965517,17.87595358575207,2.1678273487076223,4.875197323201151
24438,Did You Hear About the Morgans?,58000000,85280250,103.0,2009.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,14.403696,5.1,276,Released,Comedy,1,1,1.4703491379310345,17.87595358575207,2.7346074806241907,5.6240175061873385
116741,The Internship,58000000,44000000,119.0,2013.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,1.551497,6.1,1658,Released,Comedy,1,1,0.7586206896551724,17.87595358575207,0.9366802457422443,7.413970290190444
35791,Resident Evil: Afterlife,60000000,300228084,97.0,2010.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,2.143764,5.8,1363,Released,Action,1,1,5.0038014,17.909855136853043,1.1454208081363146,7.218176838403408
72431,Red Tails,58000000,50365377,125.0,2012.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,12.29603,5.9,178,Released,Drama,1,1,0.8683685689655173,17.87595358575207,2.5874654944282365,5.187385805840755
1813,The Devil's Advocate,57000000,152944660,144.0,1997.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,33.8473,7.2,1374,Released,Drama,1,1,2.683239649122807,17.858561843342684,3.5509756593128023,7.226209010100671
87428,That's My Boy,70000000,58058367,116.0,2012.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,21.723897,5.5,453,Released,Comedy,1,1,0.8294052428571429,18.064005814299346,3.123417102031906,6.118097198041348
8840,DragonHeart,57000000,115267375,103.0,1996.0,"[{""id"": 14, ""name"": ""Fantasy""}]",en,31.791979,6.4,535,Released,Fantasy,1,1,2.022234649122807,17.858561843342684,3.490183942801734,6.284134161070802
10589,After the Sunset,60000000,61347797,97.0,2004.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",en,14.113066,6.0,226,Released,Action,1,1,1.0224632833333334,17.909855136853043,2.715559667679619,5.424950017481403
71676,Ghost Rider: Spirit of Vengeance,57000000,149217355,95.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",en,48.622278,4.7,1135,Released,Action,1,1,2.6178483333333333,17.858561843342684,3.9044398861175718,7.035268599281097
1722,Captain Corelli's Mandolin,57000000,62112895,131.0,2001.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",en,9.061866,5.5,145,Released,Drama,1,1,1.0896999122807018,17.858561843342684,2.3087526345485267,4.983606621708336
10022,The Pacifier,56000000,113006880,95.0,2005.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",en,35.4763,5.8,842,Released,Action,1,1,2.01798,17.840862266556567,3.5966627346236266,6.736966958001855
11358,Walking Tall,56000000,57223890,86.0,2004.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,23.438398,6.0,381,Released,Adventure,1,1,1.0218551785714285,17.840862266556567,3.1961555838735065,5.945420608606575
13,Forrest Gump,55000000,677945399,142.0,1994.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,138.133331,8.2,7927,Released,Comedy,1,1,12.326279981818182,17.822843761378564,4.935432689204506,8.978156076009824
6477,Alvin and the Chipmunks,60000000,361366633,92.0,2007.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}]",en,47.336034,5.5,1177,Released,Comedy,1,1,6.022777216666666,17.909855136853043,3.878177328053536,7.071573364211532
1597,Meet the Parents,55000000,330444045,108.0,2000.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,29.97224,6.6,1698,Released,Comedy,1,1,6.008073545454545,17.822843761378564,3.433091319428976,7.4377951216719325
