id,title,budget,revenue,runtime,release_year,genres,original_language,popularity,vote_average,vote_count,status,primary_genre,has_budget,has_revenue,roi
9705,Swordfish,102000000,147080413,99.0,2001.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,36.788745,6.1,932,Released,Action,1,1,1.4419648333333333
1656,The Legend of Zorro,75000000,142400065,129.0,2005.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,31.054334,5.9,893,Released,Action,1,1,1.8986675333333334
12159,What Dreams May Come,85000000,71485043,113.0,1998.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",en,21.891078,6.8,577,Released,Drama,1,1,0.841000505882353
4442,The Brothers Grimm,88000000,105316267,118.0,2005.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",en,40.138009,5.6,818,Released,Adventure,1,1,1.1967757613636363
75,Mars Attacks!,70000000,101371017,106.0,1996.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,44.090535,6.1,1509,Released,Comedy,1,1,1.4481573857142858
19959,Surrogates,80000000,122444772,89.0,2009.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,36.664991,5.9,1195,Released,Action,1,1,1.53055965
11973,Thirteen Days,80000000,34566746,145.0,2000.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,18.26121,6.9,189,Released,Drama,1,1,0.432084325
11228,Daylight,80000000,159212469,115.0,1996.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,16.681269,5.8,378,Released,Action,1,1,1.9901558625
77951,Walking With Dinosaurs,80000000,126546518,87.0,2013.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,10.088006,5.2,133,Released,Animation,1,1,1.581831475
5491,Battlefield Earth,44000000,21400000,118.0,2000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10752, ""name"": ""War""}]",en,7.89147,3.0,255,Released,Action,1,1,0.4863636363636364
10715,Looney Tunes: Back in Action,80000000,68514844,90.0,2003.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,16.715631,5.6,297,Released,Animation,1,1,0.85643555
10197,Nine,80000000,53825515,112.0,2009.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",en,9.357734,5.1,165,Released,Drama,1,1,0.6728189375
9562,Timeline,80000000,19480739,116.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,11.22268,5.4,318,Released,Action,1,1,0.2435092375
9922,The Postman,80000000,17626234,177.0,1997.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",en,14.564667,6.1,299,Released,Drama,1,1,0.220327925
9447,Babe: Pig in the City,90000000,69131860,92.0,1998.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,11.356079,5.2,305,Released,Adventure,1,1,0.7681317777777777
274854,The Last Witch Hunter,90000000,146936910,106.0,2015.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,52.612025,5.7,1316,Released,Fantasy,1,1,1.6326323333333332
8870,Red Planet,80000000,33463969,106.0,2000.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,13.800656,5.4,267,Released,Thriller,1,1,0.4182996125
9992,Arthur and the Invisibles,86000000,107944236,94.0,2006.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,27.097932,6.0,639,Released,Adventure,1,1,1.255165534883721
10077,A Sound of Thunder,80000000,5989640,110.0,2005.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",en,7.342892,4.8,111,Released,Thriller,1,1,0.0748705
76649,Pompeii,130000000,117831631,105.0,2014.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",en,50.561849,5.2,1267,Released,Action,1,1,0.9063971615384615
453,A Beautiful Mind,60000000,313542341,135.0,2001.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,59.248437,7.7,3009,Released,Drama,1,1,5.2257056833333335
8587,The Lion King,45000000,788241776,89.0,1994.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",en,90.457886,8.0,5376,Released,Family,1,1,17.516483911111113
72545,Journey 2: The Mysterious Island,79000000,355692760,94.0,2012.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,40.723459,5.8,1030,Released,Adventure,1,1,4.50244
109451,Cloudy with a Chance of Meatballs 2,78000000,248384621,95.0,2013.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",en,41.247402,6.4,915,Released,Animation,1,1,3.184418217948718
9533,Red Dragon,78000000,209196298,124.0,2002.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",en,10.083905,6.7,1115,Released,Crime,1,1,2.6820038205128207
2023,Hidalgo,100000000,108103450,136.0,2004.0,"[{""id"": 37, ""name"": ""Western""}, {""id"": 12, ""name"": ""Adventure""}]",en,16.759252,6.5,318,Released,Western,1,1,1.0810345
71880,Jack and Jill,79000000,149673788,91.0,2011.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,22.132418,4.1,604,Released,Comedy,1,1,1.894604911392405
584,2 Fast 2 Furious,76000000,236350661,107.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",en,10.520961,6.2,2028,Released,Action,1,1,3.1098771184210525
309809,The Little Prince,64000000,97571250,92.0,2015.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",en,35.384423,7.6,756,Released,Adventure,1,1,1.52455078125
4858,The Invasion,80000000,15071514,99.0,2007.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,15.673154,5.7,359,Released,Science Fiction,1,1,0.188393925
17711,The Adventures of Rocky & Bullwinkle,76000000,35134820,88.0,2000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,8.981427,3.9,87,Released,Action,1,1,0.46230026315789474
328111,The Secret Life of Pets,75000000,875958308,87.0,2016.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",en,31.482872,5.9,3462,Released,Animation,1,1,11.679444106666667
8698,The League of Extraordinary Gentlemen,78000000,179265204,110.0,2003.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,47.436675,5.7,1155,Released,Fantasy,1,1,2.2982718461538463
93456,Despicable Me 2,76000000,970761885,98.0,2013.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,136.886704,7.0,4637,Released,Animation,1,1,12.773182697368421
602,Independence Day,75000000,816969268,145.0,1996.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,60.442593,6.7,3260,Released,Action,1,1,10.892923573333332
330,The Lost World: Jurassic Park,73000000,229074524,129.0,1997.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,2.502487,6.2,2487,Released,Adventure,1,1,3.1380071780821917
953,Madagascar,75000000,532680671,86.0,2005.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",en,48.110909,6.6,3237,Released,Family,1,1,7.1024089466666664
9693,Children of Men,76000000,69959751,109.0,2006.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,35.387874,7.4,2071,Released,Drama,1,1,0.9205230394736842
36657,X-Men,75000000,296339527,104.0,2000.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,4.66891,6.8,4097,Released,Adventure,1,1,3.9511936933333334
8909,Wanted,75000000,258270008,110.0,2008.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,73.82289,6.4,2528,Released,Action,1,1,3.4436001066666666
9802,The Rock,75000000,335062621,136.0,1996.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,51.469576,6.9,1456,Released,Action,1,1,4.467501613333333
950,Ice Age: The Meltdown,80000000,660940780,91.0,2006.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,85.115058,6.5,2951,Released,Animation,1,1,8.26175975
1824,50 First Dates,75000000,196482882,99.0,2004.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,61.437586,6.6,2105,Released,Comedy,1,1,2.61977176
2976,Hairspray,50000000,90450008,117.0,2007.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",en,31.160542,6.5,709,Released,Family,1,1,1.80900016
11026,Exorcist: The Beginning,80000000,78000586,114.0,2004.0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,15.761384,4.7,183,Released,Horror,1,1,0.975007325
75656,Now You See Me,75000000,117698894,115.0,2013.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,71.124686,7.3,5487,Released,Thriller,1,1,1.5693185866666666
38365,Grown Ups,80000000,271430189,102.0,2010.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,38.864027,6.0,1705,Released,Comedy,1,1,3.3928773625
594,The Terminal,60000000,219417255,128.0,2004.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,57.753914,7.0,1910,Released,Comedy,1,1,3.65695425
15189,Hotel for Dogs,35000000,73034460,100.0,2009.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,13.25753,5.7,202,Released,Comedy,1,1,2.0866988571428573
11678,Vertical Limit,75000000,215663859,124.0,2000.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,13.318744,5.9,283,Released,Action,1,1,2.87551812
6538,Charlie Wilson's War,75000000,119000410,102.0,2007.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",en,18.70031,6.5,338,Released,Comedy,1,1,1.5866721333333333
10555,Shark Tale,75000000,367275019,90.0,2004.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,47.094369,5.8,1557,Released,Animation,1,1,4.897000253333333
1125,Dreamgirls,70000000,154937680,134.0,2006.0,"[{""id"": 18, ""name"": ""Drama""}]",en,14.486311,6.6,284,Released,Drama,1,1,2.213395428571429
4551,Be Cool,53000000,95226116,118.0,2005.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",en,18.61472,5.4,292,Released,Comedy,1,1,1.7967191698113207
612,Munich,70000000,130358911,164.0,2005.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",en,29.035222,6.9,696,Released,Drama,1,1,1.862270157142857
9567,Tears of the Sun,70000000,85632458,121.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,27.055085,6.4,573,Released,Action,1,1,1.2233208285714285
37821,Killers,75000000,98159963,100.0,2010.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",en,23.004607,5.7,772,Released,Action,1,1,1.3087995066666667
203801,The Man from U.N.C.L.E.,75000000,108145109,116.0,2015.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",en,48.744209,7.1,2265,Released,Comedy,1,1,1.4419347866666667
2539,Spanglish,80000000,55041367,130.0,2004.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,14.209329,5.8,369,Released,Comedy,1,1,0.6880170875
9297,Monster House,75000000,140175006,91.0,2006.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,36.368839,6.3,874,Released,Animation,1,1,1.86900008
3172,Bandits,75000000,67631903,123.0,2001.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]",en,24.353302,6.2,302,Released,Action,1,1,0.9017587066666667
6520,First Knight,55000000,127600435,134.0,1995.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,19.143321,5.9,311,Released,Action,1,1,2.320007909090909
37958,Immortals,75000000,226904017,110.0,2011.0,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",en,37.917002,5.7,880,Released,Fantasy,1,1,3.025386893333333
2026,Hostage,52000000,77944725,113.0,2005.0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,23.663713,6.2,512,Released,Mystery,1,1,1.4989370192307692
7450,Titan A.E.,75000000,36754634,94.0,2000.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",en,14.44381,6.3,313,Released,Animation,1,1,0.49006178666666667
11375,Hollywood Homicide,75000000,51142659,116.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",en,10.605084,5.0,166,Released,Action,1,1,0.68190212
9425,Soldier,75000000,14567883,99.0,1998.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 10752, ""name"": ""War""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,11.873856,6.1,221,Released,Action,1,1,0.19423844
23685,Monkeybone,75000000,5409517,93.0,2001.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",en,8.098369,4.3,78,Released,Adventure,1,1,0.07212689333333333
11866,Flight of the Phoenix,45000000,21009180,113.0,2004.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",en,20.374308,5.7,276,Released,Action,1,1,0.46687066666666666
9741,Unbreakable,75000000,248118121,106.0,2000.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",en,42.006908,6.9,1946,Released,Science Fiction,1,1,3.308241613333333
211672,Minions,74000000,1156730962,91.0,2015.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",en,875.581305,6.4,4571,Released,Family,1,1,15.631499486486486
23629,Sucker Punch,82000000,89792502,110.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",en,39.127082,5.9,1623,Released,Action,1,1,1.095030512195122
8688,Snake Eyes,73000000,103891409,98.0,1998.0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",en,20.790703,5.8,327,Released,Crime,1,1,1.4231699863013698
10153,Sphere,75000000,13100000,134.0,1998.0,"[{""id"": 878, ""name"": ""Science Fiction""}]",en,18.65988,5.8,476,Released,Science Fiction,1,1,0.17466666666666666
153518,The Angry Birds Movie,73000000,349779543,97.0,2016.0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",en,45.720894,5.9,1022,Released,Family,1,1,4.791500589041096
8676,Fool's Gold,70000000,111231041,112.0,2008.0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",en,21.789615,5.4,444,Released,Romance,1,1,1.5890148714285715
20829,Funny People,75000000,61458982,146.0,2009.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",en,20.199057,5.7,390,Released,Comedy,1,1,0.8194530933333334
4349,The Kingdom,70000000,86658558,110.0,2007.0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",en,26.123705,6.5,513,Released,Thriller,1,1,1.2379794
9718,Talladega Nights: The Ballad of Ricky Bobby,72500000,162966177,116.0,2006.0,"[{""id"": 35, ""name"": ""Comedy""}]",en,12.599836,6.2,491,Released,Comedy,1,1,2.2478093379310344
10808,Dr. Dolittle 2,70000000,176104344,87.0,2001.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}]",en,13.543053,4.9,410,Released,Comedy,1,1,2.515776342857143
197,Braveheart,72000000,210000000,177.0,1995.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,60.722162,7.7,3336,Released,Action,1,1,2.9166666666666665
25,Jarhead,72000000,96889998,125.0,2005.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",en,32.227223,6.6,765,Released,Drama,1,1,1.3456944166666667
35,The Simpsons Movie,75000000,527068851,87.0,2007.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,46.875375,6.9,2264,Released,Animation,1,1,7.02758468
11086,The Majestic,72000000,37317558,152.0,2001.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",en,11.215702,6.6,188,Released,Drama,1,1,0.5182994166666667
10477,Driven,94000000,54744738,116.0,2001.0,"[{""id"": 28, ""name"": ""Action""}]",en,8.468586,4.5,179,Released,Action,1,1,0.582390829787234
1997,Two Brothers,74500000,62172050,109.0,2004.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",en,8.884318,6.9,180,Released,Adventure,1,1,0.8345241610738255
6947,The Village,60000000,256697520,108.0,2004.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",en,27.491891,6.2,1071,Released,Drama,1,1,4.278292
3050,Doctor Dolittle,71000000,294456605,85.0,1998.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,21.462935,5.4,686,Released,Comedy,1,1,4.147276126760564
2675,Signs,72000000,408247917,106.0,2002.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}]",en,28.848187,6.4,1599,Released,Drama,1,1,5.670109958333334
809,Shrek 2,150000000,919838758,93.0,2004.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",en,47.320801,6.7,2988,Released,Adventure,1,1,6.132258386666667
920,Cars,120000000,461983149,117.0,2006.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,82.643036,6.6,3877,Released,Animation,1,1,3.849859575
4806,Runaway Bride,70000000,309457509,116.0,1999.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",en,20.230535,5.7,455,Released,Comedy,1,1,4.420821557142857
7451,xXx,70000000,277448382,124.0,2002.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,46.217769,5.8,1424,Released,Action,1,1,3.963548314285714
228165,The SpongeBob Movie: Sponge Out of Water,74000000,311594032,93.0,2015.0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,36.952268,5.8,719,Released,Animation,1,1,4.210730162162162
3595,Ransom,80000000,309492681,117.0,1996.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,16.411345,6.4,470,Released,Action,1,1,3.8686585125
16869,Inglourious Basterds,70000000,319131050,153.0,2009.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]",en,72.595961,7.9,6430,Released,Drama,1,1,4.559015
879,Hook,70000000,300854823,144.0,1991.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",en,33.648404,6.6,1532,Released,Adventure,1,1,4.297926042857143
1573,Die Hard 2,70000000,240031094,124.0,1990.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,57.69847,6.6,1896,Released,Action,1,1,3.4290156285714284
9257,S.W.A.T.,80000000,116643346,117.0,2003.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",en,34.052253,5.8,770,Released,Action,1,1,1.458041825
1903,Vanilla Sky,68000000,203388341,136.0,2001.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",en,27.299301,6.5,1078,Released,Drama,1,1,2.991005014705882
9697,Lady in the Water,75000000,42285169,110.0,2006.0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 9648, ""name"": ""Mystery""}]",en,20.219385,5.3,409,Released,Drama,1,1,0.5638022533333333
395,AVP: Alien vs. Predator,70000000,171183863,101.0,2004.0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",en,42.957216,5.5,1217,Released,Adventure,1,1,2.445483757142857
23398,Alvin and the Chipmunks: The Squeakquel,75000000,443140005,88.0,2009.0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",en,29.412262,5.4,666,Released,Comedy,1,1,5.9085334
10590,We Were Soldiers,75000000,114660784,138.0,2002.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",en,19.708731,6.7,521,Released,Action,1,1,1.5288104533333333
117263,Olympus Has Fallen,70000000,161025640,120.0,2013.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",en,59.428223,6.2,2981,Released,Action,1,1,2.300366285714286
200,Star Trek: Insurrection,70000000,118000000,103.0,1998.0,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",en,19.711951,6.3,391,Released,Science Fiction,1,1,1.6857142857142857
44943,Battle: Los Angeles,70000000,202466756,116.0,2011.0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",en,49.199234,5.5,1448,Released,Action,1,1,2.8923822285714285
